Symbol,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Ratio
SEDG,287.5,6.5,6.2,6.6,2.58,+65.82%,6,52,49.76%,2.260869565217392
SEDG,290.0,7.8,7.5,8.0,1.77,+29.35%,21,78,49.40%,2.689655172413793
SEDG,292.5,8.1,9.1,9.6,1.7,+26.56%,9,16,49.39%,2.769230769230769
SEDG,295.0,10.0,10.7,11.4,2.7,+36.99%,13,18,49.88%,3.389830508474576
SEDG,297.5,12.6,12.6,13.2,3.7,+41.57%,1,8,49.00%,4.235294117647059
SYY,76.0,0.57,0.5,0.7,0.0,-,7,19,21.73%,0.75
SYY,78.0,2.05,1.85,2.2,0.0,-,-,1,25.68%,2.628205128205128
SYY,80.0,4.6,3.8,4.2,1.66,+56.46%,1,1,40.53%,5.75
TGT,157.5,1.62,1.57,1.67,-0.62,-27.68%,276,1039,24.78%,1.0285714285714287
TGT,160.0,3.0,2.98,3.2,-0.38,-11.24%,540,371,23.95%,1.875
TGT,162.5,5.2,5.1,5.4,-0.77,-12.90%,9,94,27.69%,3.2
TGT,165.0,8.29,7.45,7.8,0.43,+5.47%,2,67,32.91%,5.024242424242424
TGT,167.5,11.56,9.85,10.4,0.66,+6.06%,1,3,44.43%,6.901492537313433
TSLA,170.0,3.23,3.2,3.3,0.66,+25.68%,27584,16289,40.31%,1.9
TSLA,172.5,4.85,4.7,4.85,1.15,+31.08%,4722,4711,40.23%,2.8115942028985508
TSLA,175.0,6.8,6.55,6.7,1.6,+30.77%,2937,4831,40.04%,3.885714285714285
TSLA,177.5,8.85,8.55,8.9,1.98,+28.82%,852,879,42.58%,4.985915492957746
TSLA,180.0,11.15,10.8,11.3,2.25,+25.28%,1436,4139,47.85%,6.194444444444445
ULTA,510.0,4.4,4.8,5.4,1.09,+32.93%,55,157,23.18%,0.8627450980392158
ULTA,515.0,8.1,7.7,8.4,2.75,+51.40%,31,257,22.85%,1.5728155339805825
ULTA,517.5,8.78,8.9,10.7,3.28,+59.64%,13,231,25.67%,1.6966183574879228
ULTA,520.0,12.17,10.9,12.0,5.47,+81.64%,14,77,21.61%,2.3403846153846155
ULTA,522.5,10.67,12.8,14.9,1.05,+10.91%,4,238,27.55%,2.042105263157895
WBD,13.5,0.32,0.29,0.33,-0.03,-8.57%,340,1141,50.39%,2.3703703703703702
WBD,14.0,0.72,0.63,0.67,0.04,+5.88%,33,156,49.22%,5.142857142857142
WBD,14.5,1.11,1.03,1.13,0.01,+0.91%,51,141,57.81%,7.655172413793104
WBD,15.0,1.68,1.47,1.65,0.08,+5.00%,17,156,84.38%,11.2
WBD,15.5,2.06,1.97,2.16,0.0,-,1,23,105.47%,13.290322580645162
ADI,180.0,1.95,1.95,2.1,1.37,+236.21%,18,376,25.37%,1.0833333333333337
ADI,182.5,3.48,3.4,3.7,2.18,+167.69%,7,140,25.49%,1.906849315068493
ADI,185.0,6.3,5.3,5.8,4.1,+186.36%,4,112,27.59%,3.4054054054054053
ADI,187.5,7.04,7.6,8.3,0.0,-,1,72,35.55%,3.7546666666666666
ADI,190.0,10.55,10.1,10.7,1.67,+18.81%,2,89,39.94%,5.552631578947369
CAT,215.0,3.05,2.89,3.1,0.35,+12.96%,208,913,25.32%,1.4186046511627906
CAT,217.5,4.9,4.6,4.85,0.95,+24.05%,25,255,25.71%,2.252873563218391
CAT,220.0,6.97,6.65,6.95,1.17,+20.17%,6,157,26.76%,3.168181818181818
CAT,222.5,8.7,8.8,9.4,0.0,-,25,80,32.18%,3.910112359550561
CAT,225.0,11.7,11.3,11.85,1.7,+17.00%,6,58,36.91%,5.2
COP,102.0,1.5,1.55,1.63,-0.61,-28.91%,208,164,32.52%,1.4705882352941175
COP,103.0,1.62,2.13,2.22,-1.18,-42.14%,22,77,31.84%,1.5728155339805827
COP,104.0,2.36,2.8,2.96,-0.99,-29.55%,8,123,32.37%,2.269230769230769
COP,105.0,3.3,3.6,3.8,-0.55,-14.29%,4,75,33.64%,3.1428571428571423
COP,106.0,4.85,4.45,4.7,0.0,-,1,105,35.25%,4.575471698113208
DD,65.0,1.07,1.0,1.15,0.22,+25.88%,14,913,26.95%,1.646153846153846
DD,66.0,2.32,1.75,1.9,0.87,+60.00%,10,279,26.95%,3.5151515151515147
DD,67.0,2.8,2.7,2.9,0.75,+36.59%,8,128,36.13%,4.17910447761194
DD,68.0,0.95,3.2,3.4,0.0,-,-,60,0.00%,1.3970588235294117
DD,69.0,4.2,4.4,5.1,0.0,-,3,1,66.41%,6.086956521739131
DLTR,157.5,2.83,2.56,2.9,-0.12,-4.07%,60,49,22.17%,1.796825396825397
DLTR,160.0,5.5,4.45,5.25,-0.2,-3.51%,1,3,29.74%,3.4375000000000004
DLTR,165.0,10.8,9.45,10.2,0.2,+1.89%,3,6,46.00%,6.545454545454546
EMR,84.0,1.1,1.15,1.3,0.0,-,14,23,31.89%,1.3095238095238095
EMR,85.0,1.73,1.85,2.05,0.0,-,2,91,35.84%,2.0352941176470587
EMR,86.0,5.05,2.75,3.1,0.0,-,4,26,47.07%,5.872093023255814
EMR,87.0,4.6,3.7,4.0,0.0,-,1,2,52.34%,5.287356321839081
EMR,88.0,7.1,4.5,5.2,0.0,-,1,5,54.39%,8.068181818181817
GEHC,76.5,0.65,0.75,0.95,-0.09,-12.16%,25,14,27.69%,0.8496732026143792
GEHC,77.0,1.04,1.0,1.3,0.71,+215.15%,100,44,29.74%,1.3506493506493509
GEHC,77.5,0.6,1.3,1.65,0.2,+50.00%,1,38,30.62%,0.7741935483870968
GEHC,78.0,1.8,1.65,2.0,1.25,+227.27%,15,18,30.27%,2.307692307692308
GEHC,78.5,2.2,2.05,2.4,1.6,+266.67%,53,23,30.66%,2.802547770700637
HES,137.0,2.5,2.3,2.5,0.26,+11.61%,5,107,35.99%,1.824817518248175
HES,138.0,3.2,2.85,3.1,1.19,+59.20%,2,13,35.82%,2.318840579710145
HES,139.0,4.08,3.5,3.8,-0.01,-0.24%,1,4,36.18%,2.935251798561151
HES,140.0,5.2,4.2,4.5,1.5,+40.54%,1,35,35.16%,3.7142857142857135
HES,141.0,6.0,5.0,5.4,-1.7,-22.08%,10,3,37.60%,4.25531914893617
KO,64.0,0.7,0.64,0.71,0.34,+94.44%,278,2659,11.91%,1.09375
KO,65.0,1.63,1.55,1.7,0.59,+56.73%,80,440,21.09%,2.507692307692308
KO,66.0,2.04,2.51,2.72,0.0,-,2,4,31.25%,3.090909090909091
KO,67.0,3.4,3.45,3.7,0.0,-,2,2,37.31%,5.074626865671641
KO,68.0,3.8,4.45,4.8,0.0,-,1,0,53.91%,5.588235294117647
LMT,452.5,2.8,2.85,3.2,-1.82,-39.39%,10,50,15.70%,0.6187845303867403
LMT,455.0,4.5,4.2,4.8,-1.7,-27.42%,38,83,16.36%,0.9890109890109888
LMT,457.5,5.2,5.9,6.6,-2.8,-35.00%,22,14,16.55%,1.1366120218579234
LMT,460.0,7.86,7.8,9.0,-1.84,-18.97%,7,42,19.70%,1.7086956521739132
LMT,462.5,11.38,9.5,11.6,0.0,-,3,40,24.07%,2.4605405405405407
MA,385.0,3.6,3.55,3.95,1.1,+44.00%,112,148,17.47%,0.935064935064935
MA,387.5,4.3,4.95,5.7,0.6,+16.22%,11,45,17.77%,1.1096774193548389
MA,390.0,4.95,6.7,7.95,0.0,-,10,46,20.33%,1.2692307692307692
MA,392.5,8.1,8.65,10.35,1.2,+17.39%,1,6,23.49%,2.063694267515924
MA,395.0,22.52,11.1,13.1,0.0,-,1,0,29.98%,5.70126582278481
MET,53.0,0.8,0.75,0.85,0.35,+77.78%,37,130,33.50%,1.509433962264151
MET,54.0,1.4,1.35,1.5,0.53,+60.92%,61,215,33.40%,2.592592592592593
MET,55.0,2.2,2.2,2.45,0.81,+58.27%,7,399,43.07%,4.0
MET,56.0,3.02,3.0,3.5,0.57,+23.27%,2,59,58.01%,5.392857142857143
MET,57.0,4.3,4.0,4.6,1.02,+31.10%,5,9,50.00%,7.5438596491228065
MO,46.5,0.29,0.31,0.34,0.05,+20.83%,66,448,15.92%,0.6236559139784946
MO,47.0,0.61,0.6,0.66,0.14,+29.79%,32,245,15.43%,1.297872340425532
MO,47.5,0.96,0.96,1.13,0.1,+11.63%,4,461,19.92%,2.0210526315789474
MO,48.0,1.43,1.54,1.65,0.03,+2.14%,4,207,27.93%,2.9791666666666665
MO,48.5,1.89,1.99,2.16,0.0,-,10,1,34.96%,3.896907216494845
MSFT,307.5,2.99,2.9,3.05,0.61,+25.63%,9553,4345,21.77%,0.972357723577236
MSFT,310.0,4.35,4.25,4.45,0.85,+24.29%,2524,2447,20.86%,1.4032258064516128
MSFT,312.5,6.2,5.8,6.3,1.19,+23.75%,238,914,20.92%,1.984
MSFT,315.0,8.45,7.2,8.45,1.32,+18.51%,193,980,21.63%,2.6825396825396823
MSFT,317.5,11.15,10.2,12.15,2.0,+21.86%,292,468,40.92%,3.511811023622048
NEM,48.5,0.81,0.78,0.84,-0.02,-2.41%,4,146,32.23%,1.6701030927835054
NEM,49.0,1.3,1.11,1.16,0.5,+62.50%,7,208,31.93%,2.653061224489796
NEM,49.5,1.41,1.48,1.55,-0.08,-5.37%,12,97,32.81%,2.8484848484848486
NEM,50.0,1.92,1.87,1.98,0.03,+1.59%,28,154,33.99%,3.84
NEM,51.0,2.78,2.76,2.96,0.44,+18.80%,18,27,43.36%,5.450980392156862
NUE,141.0,2.34,2.32,2.53,0.28,+13.59%,10,407,35.60%,1.659574468085106
NUE,142.0,3.0,2.9,3.15,0.39,+14.94%,19,156,35.82%,2.112676056338028
NUE,143.0,3.72,3.5,3.8,0.57,+18.10%,35,431,35.30%,2.6013986013986017
NUE,144.0,3.6,4.2,4.55,-0.15,-4.00%,1,42,35.45%,2.5
NUE,145.0,5.3,5.05,5.55,0.82,+18.30%,29,447,40.33%,3.655172413793104
PHM,69.0,2.17,1.35,1.65,0.0,-,-,2,30.57%,3.144927536231884
PHM,71.0,4.59,3.2,3.5,0.0,-,1,1,42.58%,6.464788732394366
PHM,73.0,6.51,5.1,5.5,0.0,-,-,12,58.50%,8.917808219178083
PPG,138.0,1.76,1.6,1.8,0.0,-,1,7,23.10%,1.2753623188405796
PPG,139.0,4.88,2.25,2.45,0.0,-,1,2,22.83%,3.5107913669064748
PPG,140.0,2.85,2.5,4.4,0.0,-,31,37,47.27%,2.035714285714286
PPG,141.0,1.5,3.7,5.4,0.0,-,1,1,53.30%,1.0638297872340423
PPG,142.0,3.26,4.3,5.7,0.0,-,-,2,44.14%,2.2957746478873235
T,17.5,0.49,0.41,0.51,0.09,+22.50%,160,3193,24.22%,2.8000000000000003
T,18.0,1.0,0.9,1.05,0.09,+9.89%,35,238,50.78%,5.555555555555555
T,18.5,1.35,0.41,2.69,0.0,-,19,27,66.41%,7.297297297297297
T,19.0,1.98,1.89,2.05,0.0,-,10,13,81.25%,10.421052631578949
T,19.5,2.46,2.4,2.55,0.0,-,19,116,94.53%,12.615384615384617
TJX,79.0,1.2,0.92,1.04,0.0,-,2,25,24.90%,1.5189873417721518
TJX,80.0,2.02,1.68,1.82,0.0,-,1,17,28.81%,2.5250000000000004
TJX,81.0,3.23,2.6,2.8,0.0,-,2,12,37.21%,3.987654320987654
TJX,83.0,6.31,4.6,4.9,0.0,-,5,5,50.78%,7.602409638554216
TJX,84.0,6.3,5.6,5.85,0.0,-,-,17,56.64%,7.5
UNH,492.5,4.8,4.6,4.9,0.65,+15.66%,87,92,18.25%,0.9746192893401016
UNH,495.0,6.2,6.0,6.45,0.88,+16.54%,260,1149,17.93%,1.2525252525252526
UNH,497.5,7.05,7.8,8.55,0.8,+12.80%,18,181,19.53%,1.4170854271356783
UNH,500.0,9.1,9.75,10.3,0.66,+7.82%,66,298,17.57%,1.82
UNH,502.5,11.05,11.85,12.9,0.55,+5.24%,31,66,21.41%,2.1990049751243785
WDC,34.0,0.73,0.7,0.76,-0.51,-41.13%,579,1354,37.99%,2.147058823529412
WDC,34.5,2.14,1.04,1.2,0.62,+40.79%,14,246,46.00%,6.202898550724638
WDC,35.0,1.93,1.44,1.55,0.18,+10.29%,72,799,42.58%,5.514285714285714
WDC,35.5,2.2,1.85,2.09,0.0,-,6,36,56.06%,6.19718309859155
WDC,36.0,2.82,2.3,2.49,0.33,+13.25%,2,17,51.56%,7.833333333333332
ABC,170.0,2.14,2.35,3.9,0.0,-,5,37,41.68%,1.258823529411765
ANET,139.0,2.05,1.7,2.0,0.0,-,13,89,30.18%,1.474820143884892
ANET,140.0,2.6,2.3,2.5,0.0,-,15,135,28.47%,1.8571428571428568
ANET,141.0,3.1,2.8,3.3,-1.4,-31.11%,2,9,30.74%,2.198581560283688
ANET,142.0,4.2,3.7,4.1,-3.1,-42.47%,1,32,31.89%,2.9577464788732395
ANET,143.0,6.17,4.5,4.9,0.0,-,1,9,31.69%,4.314685314685315
ATVI,76.0,0.85,0.74,0.89,0.13,+18.06%,10,3386,19.43%,1.118421052631579
ATVI,77.0,1.95,1.46,1.72,0.51,+35.42%,1,1063,23.63%,2.5324675324675323
ATVI,78.0,2.75,2.37,2.66,0.66,+31.58%,1,233,29.00%,3.525641025641025
ATVI,79.0,3.38,3.4,3.7,0.0,-,15,6,38.77%,4.278481012658228
ATVI,80.0,4.64,4.4,4.7,-0.04,-0.85%,16,50,46.00%,5.8
CCL,11.0,0.43,0.42,0.45,-0.05,-10.42%,386,182,51.95%,3.909090909090909
CCL,11.5,0.94,0.85,0.94,0.0,-,18,36,63.28%,8.17391304347826
CCL,12.0,1.37,1.34,1.43,-0.13,-8.67%,2,24,81.25%,11.416666666666668
CCL,12.5,3.6,1.84,1.95,0.0,-,20,0,107.81%,28.800000000000004
CCL,13.5,3.85,2.84,3.0,0.0,-,-,0,159.38%,28.51851851851852
CHTR,340.0,5.09,4.7,5.3,1.49,+41.39%,10,15,33.74%,1.4970588235294118
CHTR,342.5,6.4,6.1,6.7,3.0,+88.24%,9,15,33.35%,1.8686131386861315
CHTR,345.0,8.0,7.7,8.3,4.0,+100.00%,11,18,32.94%,2.318840579710145
CHTR,347.5,3.7,9.5,10.3,0.0,-,12,22,34.38%,1.064748201438849
CHTR,350.0,12.3,10.3,13.2,7.5,+156.25%,9,34,43.19%,3.5142857142857142
CVS,70.0,0.64,0.62,0.67,-0.27,-29.67%,259,1595,22.41%,0.9142857142857144
CVS,71.0,1.08,1.21,1.3,-0.27,-20.00%,514,1166,22.46%,1.5211267605633805
CVS,72.0,1.98,1.99,2.21,-0.33,-14.29%,204,530,27.93%,2.75
CVS,73.0,2.93,2.94,3.15,-0.25,-7.86%,200,535,32.23%,4.013698630136987
CVS,74.0,4.1,3.95,4.15,0.0,-,2,1927,39.45%,5.54054054054054
DHI,109.0,1.0,1.05,1.25,-0.5,-33.33%,13,234,27.34%,0.9174311926605504
DHI,110.0,1.45,1.6,1.75,-0.86,-37.23%,3,72,25.73%,1.318181818181818
DHI,111.0,2.94,2.25,2.45,0.0,-,7,13,25.78%,2.6486486486486487
DHI,112.0,2.76,3.0,3.3,0.0,-,1,2,27.39%,2.464285714285714
DHI,113.0,5.7,3.7,4.4,0.0,-,1,1,36.43%,5.04424778761062
FSLR,180.0,3.91,3.8,4.0,-0.75,-16.09%,75,229,38.67%,2.172222222222222
FSLR,182.5,5.6,5.45,5.75,-1.15,-17.04%,40,128,39.50%,3.068493150684932
FSLR,185.0,7.45,7.4,7.85,-0.1,-1.32%,47,96,42.29%,4.027027027027027
FSLR,187.5,11.9,9.6,10.05,1.85,+18.41%,3,60,44.14%,6.346666666666668
FSLR,190.0,12.78,11.85,12.55,-0.47,-3.55%,30,136,51.66%,6.726315789473684
GLW,32.0,0.75,0.8,0.9,0.1,+15.38%,1,46,24.22%,2.34375
GLW,33.0,1.5,1.65,2.05,0.0,-,10,30,61.33%,4.545454545454546
GLW,34.0,1.05,2.6,3.1,0.0,-,2,116,86.13%,3.088235294117647
GLW,35.0,2.77,3.7,4.0,0.0,-,1,15,51.56%,7.914285714285714
GLW,36.0,2.8,4.7,5.0,0.0,-,2,0,62.50%,7.777777777777778
HAL,30.5,0.68,0.68,0.71,-0.11,-13.92%,17,136,38.28%,2.229508196721312
HAL,31.0,1.16,1.02,1.07,0.0,-,9,84,38.87%,3.741935483870967
HAL,31.5,1.36,1.42,1.5,0.03,+2.26%,45,127,41.21%,4.317460317460318
HAL,32.0,1.9,1.88,1.99,-0.1,-5.00%,16,121,48.83%,5.9375
HAL,32.5,2.21,2.37,2.51,-0.2,-8.30%,14,82,60.74%,6.800000000000001
HON,197.5,2.55,2.55,2.75,0.05,+2.00%,26,78,31.08%,1.2911392405063291
HON,200.0,4.45,4.2,4.5,0.0,-,10,82,34.20%,2.225
HON,202.5,6.4,5.9,6.9,0.0,-,5,6,43.09%,3.160493827160494
HON,205.0,8.37,8.2,9.5,0.0,-,1,4,53.78%,4.082926829268292
HON,210.0,14.5,13.0,14.6,0.0,-,2,1,57.62%,6.904761904761905
LUV,30.0,0.53,0.51,0.55,-0.07,-11.67%,93,471,26.76%,1.7666666666666668
LUV,30.5,0.96,0.9,0.97,-0.1,-9.43%,105,517,31.06%,3.1475409836065573
LUV,31.0,1.31,1.33,1.45,-0.03,-2.24%,16,191,38.48%,4.225806451612903
LUV,31.5,1.91,1.8,1.98,0.0,-,10,74,52.15%,6.063492063492063
LUV,32.0,2.46,2.28,2.41,0.05,+2.07%,5,86,47.66%,7.6875
MRK,118.0,0.98,1.12,1.21,0.22,+28.95%,40,167,18.21%,0.8305084745762711
MRK,119.0,1.33,1.73,1.87,-0.14,-9.52%,28,172,17.58%,1.1176470588235294
MRK,120.0,2.27,2.5,2.81,0.07,+3.18%,1,11,21.53%,1.8916666666666668
MRK,121.0,3.55,3.45,3.75,0.17,+5.03%,7,5,24.41%,2.933884297520661
MRK,122.0,4.35,4.45,4.7,0.02,+0.46%,3,1,26.56%,3.5655737704918025
MU,61.0,0.82,0.77,0.84,-0.18,-18.00%,3833,1208,31.59%,1.3442622950819672
MU,62.0,1.49,1.37,1.45,-0.06,-3.87%,338,1645,31.35%,2.403225806451613
MU,63.0,2.11,2.11,2.3,-0.27,-11.34%,26,994,35.35%,3.349206349206349
MU,64.0,3.3,3.05,3.2,0.02,+0.61%,67,245,38.09%,5.15625
MU,65.0,4.1,3.95,4.2,0.05,+1.23%,14,140,46.39%,6.307692307692308
NOW,442.5,5.5,5.9,6.4,-4.6,-45.54%,26,16,31.58%,1.2429378531073447
NOW,445.0,7.0,7.2,7.8,-3.08,-30.56%,60,164,31.43%,1.5730337078651686
NOW,447.5,7.2,8.7,9.3,-8.04,-52.76%,22,32,30.90%,1.6089385474860336
NOW,450.0,10.2,10.3,11.2,-3.98,-28.07%,95,23,31.85%,2.2666666666666666
NOW,452.5,12.15,12.1,13.1,-8.05,-39.85%,10,83,32.00%,2.685082872928177
PFE,38.5,0.51,0.51,0.55,0.08,+18.60%,173,1649,33.59%,1.324675324675325
PFE,39.0,0.94,0.89,0.99,0.12,+14.63%,106,1248,43.26%,2.41025641025641
PFE,39.5,1.29,1.34,1.52,-0.01,-0.77%,248,358,50.39%,3.2658227848101267
PFE,40.0,1.88,1.84,1.96,0.02,+1.08%,100,885,58.20%,4.7
PFE,40.5,2.43,2.28,2.52,0.0,-,1,112,67.38%,6.000000000000001
PNC,116.0,1.77,1.75,1.95,0.27,+18.00%,12,158,37.11%,1.5258620689655171
PNC,117.0,2.01,2.3,2.5,0.41,+25.62%,30,206,36.52%,1.7179487179487178
PNC,118.0,2.75,2.8,3.4,0.6,+27.91%,1,171,41.97%,2.330508474576271
PNC,119.0,4.0,3.6,4.2,1.3,+48.15%,3,383,44.09%,3.361344537815126
PNC,120.0,4.5,4.4,5.0,0.0,-,7,235,45.07%,3.75
RTX,97.0,1.0,1.08,1.15,-0.57,-36.31%,38,558,18.02%,1.0309278350515465
RTX,98.0,1.58,1.78,1.92,-0.67,-29.78%,5,119,18.80%,1.6122448979591837
RTX,99.0,2.33,2.67,2.86,0.0,-,5,301,22.36%,2.353535353535354
RTX,100.0,4.15,3.6,3.85,0.0,-,3,20,27.34%,4.15
RTX,101.0,4.49,4.6,4.85,0.39,+9.51%,1,45,32.42%,4.445544554455446
V,235.0,2.44,2.6,2.83,-1.16,-32.22%,214,371,18.73%,1.0382978723404257
V,237.5,5.8,4.45,4.95,-0.25,-4.13%,1,42,22.51%,2.442105263157895
V,240.0,7.65,6.8,7.5,-0.3,-3.77%,8,26,30.37%,3.1875
V,245.0,16.04,11.75,12.45,0.0,-,-,10,42.24%,6.546938775510204
VZ,38.0,0.47,0.48,0.53,0.12,+34.29%,51,677,16.50%,1.236842105263158
VZ,38.5,1.07,0.88,0.98,0.27,+33.75%,1,733,20.31%,2.7792207792207795
VZ,39.0,1.49,1.38,1.49,-0.04,-2.61%,4,2190,28.91%,3.82051282051282
VZ,39.5,2.06,1.83,2.0,0.0,-,3,4,37.11%,5.215189873417722
VZ,40.0,2.48,2.34,2.48,0.0,-,7,102,40.23%,6.2
WM,170.0,1.05,1.15,1.35,-0.35,-25.00%,161,61,14.94%,0.6176470588235294
XOM,110.0,1.37,1.48,1.54,-0.29,-17.47%,1618,2073,23.05%,1.2454545454545456
XOM,111.0,2.12,2.14,2.29,-0.18,-7.83%,222,493,24.46%,1.9099099099099104
XOM,112.0,2.86,2.92,3.05,-0.05,-1.72%,135,539,22.95%,2.5535714285714284
XOM,113.0,3.33,3.8,4.05,-0.42,-11.20%,29,347,28.13%,2.946902654867257
XOM,114.0,4.75,4.7,5.05,0.4,+9.20%,175,483,33.01%,4.166666666666666
ACN,265.0,3.4,3.2,3.4,0.42,+14.09%,11,62,23.28%,1.2830188679245282
ACN,267.5,4.3,4.7,5.1,0.0,-,13,42,23.56%,1.6074766355140184
ACN,270.0,6.8,6.7,7.1,1.21,+21.65%,1,40,23.90%,2.5185185185185186
ACN,272.5,8.5,8.6,9.4,-0.3,-3.41%,3,35,26.03%,3.1192660550458715
ACN,275.0,11.3,11.0,12.2,1.51,+15.42%,1,42,36.52%,4.109090909090909
AIG,54.0,1.02,1.05,1.35,0.17,+20.00%,20,52,36.82%,1.8888888888888888
AIG,55.0,1.65,1.75,2.15,0.3,+22.22%,1,6,39.75%,3.0
BBY,73.0,0.92,0.94,1.01,-0.23,-20.00%,47,754,27.05%,1.26027397260274
BBY,74.0,1.54,1.52,1.69,0.0,-,9,362,27.74%,2.081081081081081
BBY,75.0,2.48,2.37,2.55,0.0,-,24,161,30.66%,3.306666666666666
BBY,76.0,3.19,3.3,3.6,0.0,-,1,113,41.50%,4.197368421052632
BBY,77.0,4.51,4.2,4.6,0.0,-,18,2,49.22%,5.857142857142857
BLK,637.5,8.0,6.9,7.5,2.94,+58.10%,5,31,24.41%,1.2549019607843137
BLK,640.0,8.72,8.3,8.9,3.22,+58.55%,24,50,24.20%,1.3625000000000005
BLK,642.5,11.1,9.2,10.6,4.6,+70.77%,5,14,24.59%,1.727626459143969
BLK,645.0,7.3,10.3,12.1,-0.35,-4.58%,1,11,23.54%,1.131782945736434
BLK,647.5,10.0,12.6,15.0,-2.1,-17.36%,1,5,28.33%,1.5444015444015444
COF,90.0,2.4,2.15,2.3,0.0,-,5,92,47.12%,2.6666666666666665
COF,91.0,2.98,2.85,3.1,-0.02,-0.67%,21,79,51.76%,3.274725274725275
COF,92.0,3.9,3.6,3.9,0.0,-,1,53,50.05%,4.239130434782608
COF,93.0,9.4,4.4,4.9,0.0,-,3,71,54.54%,10.10752688172043
COF,94.0,7.0,5.4,5.8,0.0,-,1,118,59.96%,7.446808510638298
DISH,6.5,0.25,0.25,0.28,0.15,+150.00%,1127,2007,90.63%,3.8461538461538463
DISH,7.0,0.66,0.53,0.7,0.47,+247.37%,527,1750,92.97%,9.428571428571429
DISH,7.5,0.97,0.84,1.31,0.54,+125.58%,9,341,109.38%,12.933333333333334
DISH,8.0,1.71,1.17,1.83,1.04,+155.22%,8,559,282.03%,21.375
DISH,8.5,1.36,1.59,2.34,0.04,+3.03%,2,41,326.56%,16.0
DVN,49.5,0.91,0.91,0.96,0.06,+7.06%,882,574,38.09%,1.8383838383838385
DVN,50.0,1.21,1.22,1.27,0.18,+17.48%,771,1610,37.99%,2.42
DVN,51.0,2.02,2.0,2.05,0.55,+37.41%,493,1639,39.84%,3.9607843137254894
DVN,52.0,2.55,2.86,2.96,0.61,+31.44%,82,431,44.34%,4.903846153846154
DVN,53.0,3.45,3.8,3.95,1.16,+50.66%,19,693,53.52%,6.509433962264151
ELV,462.5,3.3,4.7,5.3,0.0,-,1,7,21.86%,0.7135135135135134
ELV,465.0,6.2,6.2,6.8,1.6,+34.78%,3,12,21.50%,1.3333333333333337
ELV,467.5,6.1,6.9,10.9,0.0,-,10,10,35.22%,1.304812834224599
ELV,470.0,7.1,5.0,12.3,0.0,-,2,15,33.22%,1.5106382978723405
ELV,472.5,8.0,7.5,16.0,0.0,-,26,18,44.67%,1.6931216931216932
F,12.0,0.22,0.21,0.24,0.07,+46.67%,1356,10163,32.03%,1.8333333333333333
F,12.5,0.63,0.59,0.65,0.13,+26.00%,180,3012,31.25%,5.04
F,13.0,1.13,1.08,1.19,0.16,+16.49%,190,2126,71.88%,8.692307692307692
F,13.5,1.68,1.58,1.69,0.17,+11.26%,4,11,92.19%,12.444444444444445
F,14.0,2.17,2.08,2.29,-0.25,-10.33%,4,19,107.81%,15.5
FISV,120.0,1.7,1.2,1.55,0.0,-,1,1,24.41%,1.4166666666666663
FISV,121.0,2.1,1.75,2.15,-1.37,-39.48%,1,33,23.39%,1.7355371900826446
FISV,122.0,1.65,2.6,3.2,0.0,-,3,11,30.96%,1.352459016393443
GD,212.5,2.83,2.05,2.4,0.0,-,16,24,18.87%,1.331764705882353
GD,215.0,4.72,3.6,4.5,-0.31,-6.16%,1,23,23.24%,2.1953488372093024
GD,217.5,2.5,5.4,6.8,0.0,-,2,2,27.64%,1.1494252873563218
GD,220.0,7.69,6.5,10.8,0.0,-,5,6,58.57%,3.495454545454545
GD,222.5,8.0,9.4,12.8,0.0,-,1,0,59.18%,3.5955056179775284
GOOG,108.0,1.74,1.54,1.76,0.22,+14.47%,2776,922,38.38%,1.6111111111111112
GOOG,109.0,2.3,1.9,2.3,0.28,+13.86%,3261,333,37.94%,2.110091743119266
GOOG,110.0,2.98,2.62,2.99,0.35,+13.31%,2095,273,38.97%,2.709090909090909
GOOG,111.0,3.55,3.5,3.7,0.15,+4.41%,290,114,38.57%,3.198198198198198
GOOG,112.0,4.25,4.05,5.25,0.1,+2.41%,137,16,60.06%,3.7946428571428568
HRL,41.0,0.87,0.75,1.05,0.37,+74.00%,2,117,31.06%,2.1219512195121952
HRL,42.0,0.85,0.95,2.95,0.0,-,2,2,110.16%,2.023809523809524
HRL,43.0,1.83,2.7,3.1,0.0,-,50,25,67.38%,4.2558139534883725
JNPR,29.5,0.69,0.45,1.3,0.0,-,6,5,53.52%,2.3389830508474576
JNPR,30.0,1.45,0.85,1.2,0.0,-,2,30,52.93%,4.833333333333333
JNPR,31.0,1.02,0.65,3.6,0.0,-,1,0,68.75%,3.290322580645161
JNPR,32.0,0.75,1.65,4.1,0.0,-,1,1,186.52%,2.34375
JNPR,33.0,3.5,2.3,5.3,0.0,-,1,0,228.32%,10.606060606060606
KMI,17.0,0.18,0.2,0.23,-0.02,-10.00%,77,526,20.31%,1.0588235294117647
KMI,17.5,0.55,0.55,0.72,0.02,+3.77%,4,122,39.84%,3.1428571428571432
KMI,18.0,0.84,1.05,1.25,0.0,-,73,336,64.06%,4.666666666666666
KMI,18.5,1.51,1.54,1.75,0.0,-,-,0,80.47%,8.162162162162161
MDLZ,78.0,0.6,0.4,0.55,0.15,+33.33%,2,7,15.14%,0.7692307692307692
